|object_label|target_dist|        x|        y|      flux|          dx|          dy|     dflux|        qf|     rchi2|   fracflux|   fluxlbs|  dfluxlbs|     fwhm|   spread_model|dspread_model|   fluxiso|          xiso|           yiso|          sky|       ra|       dec|coadd_id|band|          unwise_detid|  nm|primary|flags_unwise|flags_info|epoch|forward|   mjdmin|   mjdmax|  mjdmean|       mag|       dmag|
|        char|      float|    float|    float|     float|       float|       float|     float|     float|     float|      float|     float|     float|    float|          float|        float|     float|         float|          float|        float|    float|     float|    char|long|                  char|long|   long|        long|      long| long|   long|    float|    float|    float|     float|      float|
|            |     arcsec|      pix|      pix|      nMgy|         pix|         pix|      nMgy|          |          |           |      nMgy|      nMgy|      pix|               |             |          |              |               |         nMgy|      deg|       deg|        |    |                      |    |       |            |          |     |       |        d|        d|        d|       mag|        mag|
|        null|       null|     null|     null|      null|        null|        null|      null|      null|      null|       null|      null|      null|     null|           null|         null|      null|          null|           null|         null|     null|      null|    null|null|                  null|null|   null|        null|      null| null|   null|     null|     null|     null|      null|       null|
         1.30   29.358955 1458.5569 1590.2794  99.385155   0.33400512    0.3198871  19.154999  1.0000001 0.50358945    0.846864   93.87395  19.534685 2.4896498   -0.0050860643  0.0071231006   99.38462     0.01588053      0.04752869    -1.1900289 133.80086 -7.2396827 1342m076    1 1342m076w1o0025558e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  17.551298  0.01954861 
         1.31    72.33529 1460.8926 1622.7324  237.51416    0.1400282   0.13571459  19.288767        1.0 0.41587293   0.8624429  236.87637  19.662891 2.4860888   0.00056803226  0.0030014555  237.51006  -0.0077628023    -0.002388533    -2.1185799 133.77588  -7.237874 1342m076    1 1342m076w1o0025595e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  16.579216  0.01953907 
         1.32   101.02638 1463.3826 1563.4706  1603.7449   0.02144996   0.02034834  20.529636        1.0  1.1775957   0.9982869  1604.5387  20.928215 2.4920352  -0.00080388784 0.00048858346  1603.9116    0.009349504     0.015044964    -1.1856395  133.8215  -7.236016 1342m076    1 1342m076w1o0025623e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  14.489873 0.019454341 
         1.33   84.707794 1463.6416 1626.4675  298.98453  0.111726016   0.10696818  19.334816  1.0000001  0.5859658    0.930292  301.23373  19.721422  2.491816   0.00096285343  0.0023623852   298.9868   -0.023436062   -0.0058054603    -2.2035081 133.77301 -7.2357717 1342m076    1 1342m076w1o0025641e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  16.325502 0.019535804 
         1.34    91.84087 1467.9506 1627.2091  150.02248   0.22079076   0.21125513   19.15538        1.0  0.9515753   0.8979687  152.04887  19.539894  2.484531  -0.00081825256  0.0047530257   150.0276     0.03502535     -0.09836714    -2.0778987 133.77243 -7.2324796 1342m076    1 1342m076w1o0025705e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  17.088951 0.019548584 
         1.35   57.618988 1469.0056  1609.559  429.45065   0.07520485   0.07232569  18.805819        1.0 0.47794244   0.9649307  427.23212  19.184557 2.4885411    0.0010696054   0.001618852  429.45834   0.0026008487    -0.010941025    -1.0881402 133.78603  -7.231687 1342m076    1 1342m076w1o0025731e000   15       1            0          0     0       0 55319.363 55322.473 55320.918  15.927877  0.01957392 
         1.36    52.89237 1470.2804 1601.8634   125.3712   0.25796896   0.24722771  18.664186 0.99999994  0.3303629  0.97010875  114.36498  19.034122  2.485366   -0.0012211204  0.0055383216  125.36928  -0.0015302828   -0.0028651822    -0.6244923 133.79195 -7.2307196 1342m076    1 1342m076w1o0025750e000   15       1            0          0     0       0 55319.363 55322.473 55320.918  17.289711 0.019584356 
         1.37   104.77507 1471.8586 1630.3436  115.47246   0.28787267   0.27680406  19.145144  0.9999999  0.8608277   0.9414191 121.241776  19.528784 2.4878962     0.011419117   0.006353579 115.471344   0.0001343674  -0.00011810341    -2.0467246 133.77002  -7.229492 1342m076    1 1342m076w1o0025785e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  17.382082 0.019549316 
         1.38   107.84569 1477.0612  1568.544  349.19955   0.09989067   0.09526027  20.144577        1.0 0.74177766   0.9949755  355.00598  20.545492 2.4887786    0.0039970875  0.0021415958  349.18304    0.004250007    -0.012617546    -1.4409344 133.81761  -7.225564 1342m076    1 1342m076w1o0025870e000   13       1            0          0     0       0 55319.363 55322.473 55320.918  16.154825 0.019479934 
         1.39   103.68237 1478.6946 1624.2118  244.85838   0.13820775   0.13310002   19.49054        1.0 0.49972475   0.9954823  244.49013   19.87175 2.4870467    0.0017730594  0.0029473596   244.8671   -0.008356598     0.007048383    -1.4161135 133.77475  -7.224275 1342m076    1 1342m076w1o0025908e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  16.545595 0.019524833 
         1.40    83.20031 1481.6003 1600.0048  888.97363  0.038388096  0.036360864  20.395435  0.9999999  0.9035934   0.9777579   879.7673   20.79167 2.4854472   -0.0015274882  0.0008805933   889.0486   -0.009365874   -0.0012259248  -0.006962036  133.7934  -7.222074 1342m076    1 1342m076w1o0025950e000   13       1            0          0     0       0 55319.363 55322.473 55320.918  15.132674 0.019463193 
         1.41    87.62211 1482.8595 1593.1514  241.52838   0.13790143   0.13253044  19.296152  0.9999999 0.85825264   0.8886267  232.86601  19.685062 2.4840324   -0.0003221035   0.002985107  241.53322  -0.0027234436    0.0057245255   -0.46747443 133.79868 -7.2211175 1342m076    1 1342m076w1o0025964e000   14       1            0          0     0       0 55319.363 55322.473 55320.918   16.56071 0.019538544 
         1.42    96.35039 1484.9698 1608.2318  144.18915   0.22994392   0.22122064  19.170326        1.0   0.617067  0.92085433  137.46873  19.554493  2.484947    0.0064727664   0.004992609   144.1938   0.0018039774     0.019438706    -0.5302008 133.78706 -7.2194943 1342m076    1 1342m076w1o0026005e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  17.133215 0.019547513 
         1.43    98.65264 1487.0256 1602.4117  290.88843  0.114680804   0.11038615  19.326267        1.0  0.6184123  0.91219014   288.5981  19.715656 2.4882684    0.0055063963  0.0024678998  290.89932   0.0002528778     0.015002317   -0.28901172 133.79155 -7.2179284 1342m076    1 1342m076w1o0026039e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  16.355717  0.01953641 
         1.44   113.69963 1487.6326 1618.1185  169.70526   0.20305662    0.1951648  19.918682 0.99999994 0.36441877   0.9668732  171.36984  20.309422 2.4860437    -0.003961444   0.004359871  169.70222     0.06949373    -0.004939622    -1.0317107 133.77945  -7.217453 1342m076    1 1342m076w1o0026056e000   13       1            0          0     0       0 55319.363 55322.473 55320.918   16.95166 0.019495232 
         1.45    83.59398 1421.1588 1595.0739   90.80996   0.35210553   0.33712128   18.46489        1.0 0.45067134   0.8899769   87.93324  18.836695 2.4831696     0.013021231  0.0080300765    90.8093    0.010121809    0.0055206427     0.8866938 133.79715 -7.2682457 1342m076    1 1342m076w1o0041332e000   15       1            0          0     0       0 55319.363 55322.473 55320.918  17.653576 0.019599212 
         1.46   80.358154 1426.8862 1614.1105   97.16709   0.32019103    0.3077547  17.950954 0.99999994 0.79243547   0.8085397   88.96899   18.30708 2.4831846    -0.008288801   0.007051553   97.46618    -0.33814773     -0.39195222   0.036891785 133.78249 -7.2638564 1342m076    1 1342m076w1o0041357e000   16       1            0          0     0       0 55319.363 55322.473 55320.918  17.576843  0.01963849 
         1.47   92.265236  1428.695 1622.9054   87.98458   0.35199657   0.33784172  17.871447        1.0  0.7052606  0.92949164  85.567566  18.232927  2.485083     0.013445377   0.008004294     87.984   -0.009685656   -0.0011023228   -0.50455076 133.77571  -7.262468 1342m076    1 1342m076w1o0041367e000   16       1            0          0     0       0 55319.363 55322.473 55320.918    17.6895 0.019644696 
         1.48    60.86384 1439.7512 1617.0214  84.567055   0.36603174    0.3538082  17.908743  1.0000001  0.7261507   0.9221736   77.11831  18.268335 2.4838755     0.008764744   0.008104143   84.56526   -0.011031138   -0.0035311247   -0.17448892 133.78026 -7.2540274 1342m076    1 1342m076w1o0041421e000   16       1            0          0     0       0 55319.363 55322.473 55320.918  17.734606 0.019641781 
         1.49   54.986286 1456.1128 1578.7673   86.98515   0.38200495   0.36643094  19.153496        1.0  0.3283681  0.90869975   85.90463   19.53484  2.485382   -0.0011019707   0.008158394   86.96704    0.051783115   0.00020326198    -1.2077315 133.80972  -7.241558 1342m076    1 1342m076w1o0041480e000   14       1            0          0     0       0 55319.363 55322.473 55320.918    17.7025 0.019548718 
         1.50   22.844091 1459.6978 1597.8529   98.64614   0.32694104    0.3113858  18.629778        1.0 0.33482972  0.81022954   92.72158  19.007078 2.4857962    0.0030448437  0.0070372387   98.65546   -0.008654672   -0.0039285794    -0.9872047 133.79503  -7.238806 1342m076    1 1342m076w1o0041489e000   15       1            0          0     0       0 55319.363 55322.473 55320.918  17.559742 0.019586906 
         1.51    73.36381 1463.3896  1622.033  157.87834   0.21119174   0.20155449  19.183475        1.0 0.75554013  0.75528175   159.7042   19.55852  2.485436    0.0055447817   0.004558035  157.87523   0.0017602473     0.009048196    -1.9643886 133.77641 -7.2359676 1342m076    1 1342m076w1o0041502e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  17.032057 0.019546572 
         1.52    94.10021 1464.5186 1629.8058  101.34073   0.33051547   0.31362322  19.156483        1.0  0.9120891  0.80686134 106.686005  19.538485 2.4879918    0.0022198558   0.006955152 101.337135    -0.10798568      -0.2122762    -2.4276745 133.77043  -7.235099 1342m076    1 1342m076w1o0041503e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  17.529264 0.019548504 
         1.53   62.364643 1471.8086 1608.0875  157.62555   0.20455934   0.19487956  18.740376        1.0  0.6854317  0.79923576  150.37947  19.120178 2.4836552     0.007217288   0.004524872  157.62616   -0.011631087     0.005149045   -0.85148287 133.78716 -7.2295475 1342m076    1 1342m076w1o0041540e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  17.033842 0.019578729 
         1.54    65.75328 1474.1299 1590.7837   98.32998    0.3345331   0.31773424  18.764225  1.0000001  0.9297112  0.97571576   90.56483  19.141909   2.48518     0.007999361  0.0072194156   98.35359   0.0048238784    -0.014160348   -0.83835506 133.80049  -7.227787 1342m076    1 1342m076w1o0041548e000   15       1            0          0     0       0 55319.363 55322.473 55320.918  17.563375 0.019576974 
         1.55    79.72865 1479.9888 1603.0172  146.16135    0.2264952   0.21697222  19.467543        1.0  0.7674364  0.71537286   136.9473  19.851158  2.481993    0.0014954209   0.005054088  146.24857    0.039610565     -0.04297993   -0.19842745 133.79108  -7.223303 1342m076    1 1342m076w1o0041569e000   13       1            0          0     0       0 55319.363 55322.473 55320.918  17.118046 0.019526446 
         1.56   91.653275 1484.2083  1604.065  153.85031    0.2188233   0.21099469  19.463003        1.0 0.48364097    0.742626  144.70117    19.8408 2.4836295    0.0069805384  0.0048348154  153.89687   0.0136536965       0.0088814   -0.29665878 133.79027  -7.220079 1342m076    1 1342m076w1o0041586e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  17.060856 0.019526765 
         1.57   103.72647 1486.3767 1584.0824   382.0047  0.093059964  0.088568114  20.671165  1.0000002 0.47797084  0.47688216  377.28625  21.071173  2.485684   -0.0013597608  0.0020149418   382.0498   -0.061465204    -0.034682192   -0.91366315 133.80566  -7.218437 1342m076    1 1342m076w1o0041597e000   12       1            0          0     0       0 55319.363 55322.473 55320.918  16.056257 0.019445086 
         1.58   137.16487 1486.8934 1633.2474     85.245   0.39011165   0.37302688  19.113075        1.0 0.19496387   0.9831081   91.63808  19.503357 2.4856503     0.004365742   0.008313434   85.23842   -0.025525467      0.01425488     -1.610018  133.7678 -7.2180057 1342m076    1 1342m076w1o0041601e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  17.725508 0.019551618 
         1.59  100.589775 1416.3009 1608.5109   84.43233   0.37238422    0.3577134  18.050009  1.0000001 0.41689008   0.8519885   88.71525  18.415733   2.49126     0.005195141   0.007815571  84.421135    -0.07519658     0.037938684   -0.02025948 133.78679  -7.271946 1342m076    1 1342m076w1o0051265e000   16       1            0          0     0       0 55319.363 55322.473 55320.918  17.736423 0.019630808 
         1.60  118.292145 1420.7177 1628.3534   105.4542    0.2990033   0.28662658  18.188824        1.0  0.9203293   0.5877439  107.40556   18.55417 2.4896543      -0.0005337  0.0063331225 106.151024      0.4285335       0.2659421     -1.107436 133.77151  -7.268557 1342m076    1 1342m076w1o0051287e000   16       1            0          0     0       0 55319.363 55322.473 55320.918  17.484325 0.019620134 
         1.61   116.10216 1424.7084 1630.9153   81.62492   0.39631554    0.3764354   18.50289        1.0  0.8046736  0.75400174  84.486885  18.863232 2.4848168     0.009648621   0.008678099   81.39439    -0.51171917      0.05394775    -1.3255295 133.76955 -7.2655067 1342m076    1 1342m076w1o0051310e000   15       1            0          0     0       0 55319.363 55322.473 55320.918  17.774998 0.019596364 
         1.62   56.546192 1433.0203 1588.9719   146.4261   0.22013623   0.21621232  18.760447        1.0  1.7519181  0.49529436  148.38754  19.137545 2.4820337    -0.013409376  0.0050848885  146.45316   -0.027035357      0.02063761    0.38261133 133.80185 -7.2591896 1342m076    1 1342m076w1o0051361e000   15       1            0          0     0       0 55319.363 55322.473 55320.918  17.116026 0.019577252 
         1.63   40.329174 1436.9694 1595.5684  2778.4006 0.0148022175  0.012927329  23.505392        1.0   8.715393  0.37772098  2780.4355  23.883017 2.4884899    -0.000338614 0.00032854293  2781.0823   -0.011184164     0.008195565    0.23141839 133.79677 -7.2561684 1342m076    1 1342m076w1o0051388e000   13       1            0          0     0       0 55319.363 55322.473 55320.918  13.892077 0.019274613 
         1.64    92.88125 1443.1659 1565.4403  956.48816   0.03537155   0.03536973  20.497387        1.0  3.2498276  0.37620533  958.95154  20.878307 2.4894485   -0.0011784434 0.00080533937   958.4673    0.008744615     0.042434804    0.24040867 133.81998  -7.251457 1342m076    1 1342m076w1o0051424e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  15.052851 0.019456463 
         1.65    19.43995   1445.83 1602.5562  112.10972     0.284686    0.2728072   18.38871        1.0  1.0133994  0.50037223  102.87785  18.760632  2.489527     0.013531506  0.0063782167  112.14546    0.017618144     -0.03275294   -0.27323133  133.7914  -7.249395 1342m076    1 1342m076w1o0051443e000   15       1            0          0     0       0 55319.363 55322.473 55320.918  17.415339 0.019604946 
         1.66   92.262924 1447.2859 1564.8998  62.264286   0.51875854   0.50171685  18.808456  1.0000001  0.7435918   0.2989369  64.668594  19.186033 2.4849179     0.011990428   0.011728203  62.276752     -0.6445613     -0.06979502    -0.0823823  133.8204   -7.24831 1342m076    1 1342m076w1o0051446e000   14       1            0          0     0       0 55319.363 55322.473 55320.918  18.086494 0.019573726 
